,product_type_no,graphical_appearance_no,colour_group_code,index_code,section_no,garment_group_no
818,255,1010017,10,A,2,1005
819,255,1010016,22,A,2,1005
820,255,1010016,53,A,2,1005
821,255,1010017,10,A,2,1005
822,255,1010006,10,A,2,1005
823,255,1010016,19,A,2,1005
824,272,1010016,9,A,8,1009
825,272,1010023,72,A,8,1009
826,69,1010016,9,D,52,1019
827,75,1010020,10,D,52,1019
828,75,1010016,50,D,52,1019
829,71,1010016,9,F,25,1019
830,71,1010016,23,F,25,1019
831,74,1010016,11,C,66,1019
832,74,1010016,32,C,66,1019
833,74,1010016,51,C,66,1019
834,74,1010016,42,C,66,1019
835,74,1010016,53,C,66,1019
836,74,1010016,31,C,66,1019
837,72,1010016,10,C,66,1019
838,286,1010008,50,I,79,1017
839,286,1010001,10,I,79,1017
840,286,1010001,10,I,79,1017
841,305,1010001,8,I,79,1017
842,305,1010001,10,I,79,1017
843,305,1010001,10,I,79,1017
844,305,1010008,73,I,79,1017
845,305,1010001,8,I,79,1017
846,305,1010001,73,I,79,1017
847,305,1010001,7,I,79,1017
848,305,1010012,73,I,79,1017
849,305,1010012,31,I,79,1017
850,305,1010012,51,I,79,1017
851,273,1010016,9,B,62,1021
852,304,1010006,43,B,62,1021
853,304,1010001,9,B,62,1021
854,304,1010010,9,B,62,1021
855,304,1010016,13,B,62,1021
856,273,1010010,13,B,62,1021
857,302,1010016,9,B,62,1021
858,302,1010010,9,B,62,1021
859,274,1010016,9,A,2,1009
860,272,1010023,72,A,2,1009
861,272,1010023,72,A,2,1009
862,272,1010023,8,A,2,1009
863,272,1010023,73,A,2,1009
864,265,1010016,9,A,16,1002
865,265,1010016,73,A,16,1002
866,265,1010016,1,A,16,1002
867,71,1010010,6,F,25,1019
868,71,1010016,9,F,25,1019
869,71,1010016,9,F,25,1019
870,71,1010016,17,F,25,1019
871,272,1010023,8,A,8,1009
872,272,1010023,73,A,8,1009
873,272,1010023,72,A,8,1009
874,272,1010023,73,A,8,1009
875,272,1010023,71,A,8,1009
876,272,1010023,10,A,8,1009
877,272,1010023,73,A,8,1009
878,272,1010023,10,A,8,1009
879,272,1010023,72,A,8,1009
880,272,1010023,73,A,8,1009
881,272,1010023,71,A,8,1009
882,272,1010023,8,A,8,1009
883,272,1010023,72,A,8,1009
884,272,1010023,73,A,8,1009
885,71,1010016,9,F,25,1019
886,71,1010016,9,F,25,1019
887,262,1010001,8,D,58,1007
888,262,1010016,9,D,58,1007
889,262,1010016,9,D,58,1007
890,262,1010016,8,D,58,1007
891,262,1010016,9,D,58,1007
892,262,1010016,43,D,58,1007
893,306,1010016,9,B,61,1017
894,306,1010016,12,B,61,1017
895,306,1010001,51,B,61,1017
896,306,1010016,9,B,61,1017
897,306,1010016,12,B,61,1017
898,302,1010016,9,F,26,1021
899,302,1010010,9,F,26,1021
900,302,1010010,8,F,26,1021
901,302,1010010,73,F,26,1021
902,274,1010016,19,D,53,1025
903,74,1010001,42,C,66,1019
904,74,1010001,19,C,66,1019
905,74,1010017,73,C,66,1019
906,265,1010023,72,D,57,1016
907,265,1010023,92,D,57,1016
908,265,1010016,72,A,57,1016
909,265,1010023,72,D,57,1016
910,265,1010023,72,D,57,1016
911,265,1010023,73,D,57,1016
912,304,1010013,9,I,79,1021
913,304,1010013,7,I,79,1021
914,304,1010016,9,I,79,1021
915,304,1010016,11,I,79,1021
916,304,1010016,12,I,79,1021
917,304,1010016,9,I,79,1021
918,304,1010016,14,I,79,1021
919,304,1010016,42,I,79,1021
920,245,1010019,9,D,58,1005
921,252,1010016,15,F,20,1003
922,252,1010010,43,F,20,1003
923,252,1010010,73,F,20,1003
924,67,1010016,73,F,25,1019
925,67,1010016,12,F,25,1019
926,67,1010016,9,F,25,1019
927,255,1010020,7,F,20,1005
928,302,1010016,7,B,62,1021
929,302,1010016,31,B,62,1021
930,302,1010016,8,B,62,1021
931,302,1010016,31,B,62,1021
932,302,1010010,8,B,62,1021
933,302,1010009,43,B,62,1021
934,302,1010022,42,B,62,1021
935,302,1010022,7,B,62,1021
936,302,1010001,43,B,62,1021
937,302,1010001,10,B,62,1021
938,302,1010001,8,B,62,1021
939,302,1010001,51,B,62,1021
940,302,1010001,11,B,62,1021
941,302,1010001,8,B,62,1021
942,272,1010016,19,D,53,1009
943,274,1010016,71,D,53,1025
944,274,1010016,72,D,53,1025
945,274,1010016,9,D,53,1025
946,274,1010016,72,D,53,1025
947,272,1010023,71,D,57,1016
948,286,1010016,10,D,51,1017
949,304,1010016,42,H,79,1021
950,304,1010016,9,H,79,1021
951,304,1010016,11,H,79,1021
952,304,1010016,31,H,79,1021
953,304,1010016,12,H,79,1021
954,304,1010016,14,H,79,1021
955,304,1010016,51,H,79,1021
956,304,1010016,73,H,79,1021
957,304,1010016,51,H,79,1021
958,273,1010016,9,B,62,1021
959,255,1010016,10,D,51,1002
960,255,1010010,53,D,51,1002
961,255,1010010,51,D,51,1002
962,255,1010017,9,D,51,1002
963,255,1010010,31,D,51,1002
964,255,1010017,10,D,51,1002
965,273,1010016,9,I,79,1002
966,273,1010016,8,I,79,1002
967,273,1010001,73,I,79,1002
968,273,1010010,9,I,79,1002
969,273,1010016,73,I,79,1002
970,273,1010010,9,I,79,1002
971,273,1010016,73,I,79,1002
972,286,1010016,9,B,61,1017
973,286,1010016,12,B,61,1017
974,286,1010016,9,B,61,1017
975,286,1010016,13,B,61,1017
976,274,1010010,73,D,51,1002
977,274,1010010,7,D,51,1002
978,274,1010010,52,D,51,1002
979,274,1010010,9,D,51,1002
980,274,1010010,19,D,51,1002
981,274,1010010,19,D,51,1002
982,304,1010026,73,H,79,1021
983,262,1010016,9,F,31,1007
984,256,1010016,10,G,44,1002
985,256,1010016,10,G,44,1002
986,256,1010016,73,G,44,1002
987,256,1010016,10,G,44,1002
988,256,1010016,51,G,44,1002
989,256,1010016,51,G,44,1002
990,256,1010016,42,G,44,1002
991,305,1010001,7,I,79,1017
992,305,1010017,6,I,79,1017
993,305,1010010,7,I,79,1017
994,305,1010001,9,I,79,1017
995,305,1010001,73,I,79,1017
996,305,1010012,7,I,79,1017
997,305,1010012,31,I,79,1017
998,305,1010012,8,I,79,1017
999,262,1010016,9,D,53,1007
1000,272,1010016,9,I,47,1016
1001,272,1010023,73,I,47,1016
1002,272,1010023,7,I,47,1016
1003,272,1010023,73,I,47,1016
1004,272,1010023,6,I,47,1016
1005,272,1010023,73,I,47,1016
1006,272,1010023,72,I,47,1016
1007,295,1010006,12,G,44,1017
1008,295,1010001,72,G,44,1017
1009,295,1010001,91,G,44,1017
1010,295,1010001,52,G,44,1017
1011,295,1010001,81,G,44,1017
1012,295,1010001,51,G,44,1017
1013,295,1010001,41,G,44,1017
1014,295,1010001,10,G,44,1017
1015,295,1010001,92,G,44,1017
1016,295,1010001,10,G,44,1017
1017,295,1010001,22,G,44,1017
1018,295,1010001,51,G,44,1017
1019,295,1010001,51,G,44,1017
1020,295,1010001,51,G,44,1017
1021,295,1010001,71,G,44,1017
1022,295,1010001,81,G,44,1017
1023,295,1010001,51,G,44,1017
1024,295,1010001,81,G,44,1017
1025,80,1010016,51,D,52,1019
1026,252,1010001,8,H,72,1002
1027,252,1010001,92,H,72,1002
1028,252,1010005,21,H,72,1002
1029,252,1010001,42,H,72,1002
1030,252,1010017,73,H,72,1002
1031,252,1010017,73,H,72,1002
1032,252,1010001,19,H,72,1002
1033,252,1010001,7,H,72,1002
1034,256,1010016,10,G,44,1002
1035,273,1010018,9,D,58,1013
1036,273,1010018,8,D,58,1013
1037,273,1010018,43,D,58,1013
1038,80,1010020,43,C,65,1019
1039,80,1010020,9,C,65,1019
1040,80,1010020,9,C,65,1019
1041,80,1010020,51,C,65,1019
1042,263,1010016,9,D,58,1007
1043,263,1010016,19,D,58,1007
1044,263,1010016,14,D,58,1007
1045,265,1010016,9,I,79,1002
1046,265,1010001,43,I,79,1002
1047,75,1010016,9,F,25,1019
1048,75,1010010,7,F,25,1019
1049,75,1010016,93,F,25,1019
1050,75,1010016,23,F,25,1019
1051,75,1010010,9,F,25,1019
1052,80,1010016,9,F,25,1019
1053,80,1010016,9,F,25,1019
1054,80,1010010,17,F,25,1019
1055,80,1010010,19,F,25,1019
1056,80,1010010,7,F,25,1019
1057,80,1010016,93,F,25,1019
1058,78,1010013,17,F,25,1019
1059,78,1010013,17,F,25,1019
1060,78,1010013,7,F,25,1019
1061,75,1010016,9,F,25,1019
1062,75,1010013,11,F,25,1019
1063,75,1010010,8,F,25,1019
1064,75,1010016,23,F,25,1019
1065,75,1010016,73,F,25,1019
1066,80,1010001,9,F,25,1019
1067,257,1010016,9,D,51,1002
1068,257,1010010,7,D,51,1002
1069,257,1010017,23,D,51,1002
1070,272,1010001,9,D,53,1009
1071,272,1010001,9,D,53,1009
1072,254,1010016,9,A,16,1002
1073,254,1010016,10,A,16,1002
1074,254,1010017,42,A,16,1002
1075,254,1010017,93,A,16,1002
1076,254,1010010,8,A,16,1002
1077,254,1010017,71,A,16,1002
1078,254,1010017,9,A,16,1002
1079,254,1010017,42,A,16,1002
1080,254,1010010,72,A,16,1002
1081,254,1010017,9,A,16,1002
1082,254,1010010,43,A,16,1002
1083,254,1010010,7,A,16,1002
1084,254,1010010,13,A,16,1002
1085,254,1010017,11,A,16,1002
1086,254,1010010,72,A,16,1002
1087,254,1010017,19,A,16,1002
1088,252,1010016,9,A,16,1002
1089,252,1010010,31,A,16,1002
1090,265,1010016,9,D,53,1013
1091,265,1010017,10,D,53,1013
1092,265,1010016,19,D,53,1013
1093,265,1010016,21,D,53,1013
1094,262,1010016,9,D,58,1007
1095,262,1010016,7,D,58,1007
1096,262,1010016,19,D,58,1007
1097,262,1010016,13,D,58,1007
1098,262,1010016,52,D,58,1007
1099,253,-1,9,D,58,1005
1100,252,1010016,8,D,58,1003
1101,275,1010016,9,I,79,1002
1102,275,1010001,73,I,79,1002
1103,275,1010001,73,I,79,1002
1104,83,1010019,2,C,66,1019
1105,83,1010001,73,C,66,1019
1106,83,1010019,51,C,66,1019
1107,83,1010019,9,C,66,1019
1108,83,1010006,10,C,66,1019
1109,83,1010001,2,C,66,1019
1110,83,1010001,51,C,66,1019
1111,83,1010001,2,C,66,1019
1112,83,1010001,93,C,66,1019
1113,75,1010016,9,D,52,1019
1114,75,1010010,7,D,52,1019
1115,75,1010016,51,D,52,1019
1116,75,1010010,11,D,52,1019
1117,75,1010016,51,D,52,1019
1118,78,1010006,73,F,25,1019
1119,272,1010016,9,G,44,1002
1120,272,1010016,42,G,44,1002
1121,272,1010016,91,G,44,1002
1122,272,1010016,7,G,44,1002
1123,272,1010001,73,G,44,1002
1124,272,1010001,51,G,44,1002
1125,272,1010001,8,G,44,1002
1126,272,1010016,42,G,44,1002
1127,272,1010001,51,G,44,1002
1128,255,1010016,10,G,44,1002
1129,255,1010016,7,G,44,1002
1130,255,1010017,8,G,44,1002
1131,255,1010017,6,G,44,1002
1132,255,1010017,82,G,44,1002
1133,255,1010017,73,G,44,1002
1134,255,1010017,73,G,44,1002
1135,255,1010017,81,G,44,1002
1136,255,1010017,8,G,44,1002
1137,255,1010017,73,G,44,1002
1138,255,1010001,10,G,44,1002
1139,267,1010017,10,G,44,1002
1140,267,1010017,22,G,44,1002
1141,267,1010001,73,G,44,1002
1142,267,1010001,81,G,44,1002
1143,93,1010016,17,F,27,1020
1144,93,1010016,8,F,27,1020
1145,93,1010004,17,F,27,1020
1146,93,1010016,8,F,27,1020
1147,93,1010016,17,F,27,1020
1148,93,1010016,17,F,27,1020
1149,93,1010016,8,F,27,1020
1150,80,1010013,8,F,25,1019
1151,87,1010016,17,D,52,1020
1152,302,1010001,10,B,62,1021
1153,302,1010001,43,B,62,1021
1154,302,1010001,42,B,62,1021
1155,302,1010001,7,B,62,1021
1156,80,1010010,9,F,25,1019
1157,80,1010010,8,F,25,1019
1158,532,1010016,9,C,66,1019
1159,83,1010001,31,C,66,1019
1160,83,1010016,31,C,66,1019
1161,83,1010001,17,C,66,1019
1162,83,1010001,9,C,66,1019
1163,83,1010001,52,C,66,1019
1164,83,1010001,40,C,66,1019
1165,83,1010001,9,C,66,1019
1166,75,1010010,8,F,25,1019
1167,75,1010016,9,F,25,1019
1168,75,1010016,73,F,25,1019
1169,75,1010016,23,F,25,1019
1170,75,1010016,93,F,25,1019
1171,302,-1,9,D,51,1017
1172,78,1010016,51,D,52,1019
1173,75,1010016,9,C,65,1019
1174,75,1010010,6,C,65,1019
1175,75,1010016,51,C,65,1019
1176,75,1010016,13,C,65,1019
1177,75,1010010,43,C,65,1019
1178,75,1010010,8,C,65,1019
1179,304,1010016,9,B,62,1021
1180,78,1010001,12,C,66,1019
1181,78,1010016,9,C,66,1019
1182,78,1010001,92,C,66,1019
1183,78,1010001,52,C,66,1019
1184,78,1010001,12,C,66,1019
1185,78,1010016,51,C,66,1019
1186,78,1010016,13,C,66,1019
1187,78,1010001,9,C,66,1019
1188,78,1010001,17,C,66,1019
1189,78,1010001,12,C,66,1019
1190,78,1010001,31,C,66,1019
1191,78,1010016,9,C,66,1019
1192,306,1010016,9,B,61,1017
1193,306,1010016,52,B,61,1017
1194,306,1010016,10,B,61,1017
1195,306,1010016,13,B,61,1017
1196,306,1010016,8,B,61,1017
1197,306,1010016,42,B,61,1017
1198,306,1010016,51,B,61,1017
1199,306,1010016,43,B,61,1017
1200,306,1010016,43,B,61,1017
1201,305,1010004,10,B,62,1017
1202,305,1010017,42,B,62,1017
1203,293,1010017,71,B,62,1017
1204,272,1010010,7,H,72,1002
1205,272,1010016,9,H,72,1002
1206,272,1010010,8,H,72,1002
1207,272,1010016,73,H,72,1002
1208,272,1010016,93,H,72,1002
1209,272,1010016,72,H,72,1002
1210,272,1010016,92,H,72,1002
1211,272,1010016,19,H,72,1002
1212,272,1010016,42,H,72,1002
1213,272,1010016,72,H,72,1002
1214,272,1010016,19,H,72,1002
1215,272,1010010,93,H,72,1002
1216,272,1010016,32,H,72,1002
1217,272,1010016,73,H,72,1002
1218,272,1010016,17,H,72,1002
1219,272,1010016,22,H,72,1002
1220,272,1010016,92,H,72,1002
1221,304,1010013,6,H,79,1021
1222,304,1010013,73,H,79,1021
1223,304,1010013,73,H,79,1021
1224,304,1010013,8,H,79,1021
1225,304,1010001,73,H,79,1021
1226,304,1010013,52,H,79,1021
1227,304,1010001,21,H,79,1021
1228,275,1010010,6,D,53,1012
1229,275,1010016,9,D,53,1012
1230,275,1010016,13,D,53,1012
1231,275,1010016,51,D,53,1012
1232,275,1010016,53,D,53,1012
1233,273,1010016,9,I,79,1002
1234,273,1010001,73,I,79,1002
1235,273,1010016,9,H,79,1002
1236,273,1010016,73,H,79,1002
1237,273,1010016,51,H,79,1002
1238,273,1010017,10,H,79,1002
1239,273,1010016,50,H,79,1002
1240,273,1010017,10,H,79,1002
1241,273,1010016,73,H,79,1002
1242,273,1010016,50,H,79,1002
1243,273,1010017,6,H,79,1002
1244,273,1010006,9,H,79,1002
1245,273,1010016,51,H,79,1002
1246,272,1010016,73,S,22,1007
1247,298,1010021,10,B,60,1018
1248,295,1010016,10,G,44,1017
1249,295,1010016,42,G,44,1017
1250,87,1010016,9,F,27,1020
1251,87,1010016,9,F,27,1020
1252,265,1010016,9,D,51,1002
1253,265,1010010,9,D,51,1002
1254,265,1010016,19,D,51,1002
1255,272,1010001,92,H,72,1002
1256,272,1010001,9,H,72,1002
1257,272,1010001,93,H,72,1002
1258,272,1010001,7,H,72,1002
1259,272,1010001,19,H,72,1002
1260,272,1010001,8,H,72,1002
1261,272,1010001,7,H,72,1002
1262,272,1010001,9,H,72,1002
1263,272,1010001,82,H,72,1002
1264,272,1010001,8,H,72,1002
1265,272,1010001,92,H,72,1002
1266,272,1010001,7,H,72,1002
1267,272,1010001,14,H,72,1002
1268,272,1010001,19,H,72,1002
1269,272,1010017,73,H,72,1002
1270,78,1010001,10,C,66,1019
1271,272,1010016,9,S,22,1007
1272,302,1010016,9,G,44,1021
1273,302,1010016,10,G,44,1021
1274,302,1010016,51,G,44,1021
1275,302,1010016,73,G,44,1021
1276,302,1010016,11,G,44,1021
1277,302,1010016,6,G,44,1021
1278,302,1010016,13,G,44,1021
1279,302,1010016,81,G,44,1021
1280,302,1010016,9,G,44,1021
1281,78,1010001,93,C,66,1019
1282,78,1010001,92,C,66,1019
1283,255,1010016,9,S,22,1007
1284,286,1010016,9,B,61,1017
1285,286,1010016,9,B,61,1017
1286,286,1010016,17,B,61,1017
1287,255,1010010,8,S,22,1005
1288,495,1010009,42,C,66,1019
1289,80,1010016,9,D,52,1019
1290,80,1010016,8,D,52,1019
1291,272,1010016,9,A,18,1009
1292,259,1010016,10,I,47,1011
1293,259,1010016,9,I,47,1011
1294,259,1010016,71,I,47,1011
1295,259,1010017,71,I,47,1011
1296,259,1010016,42,I,47,1011
1297,259,1010006,10,I,47,1011
1298,259,1010016,42,I,47,1011
1299,259,1010016,73,I,47,1011
1300,67,1010016,9,F,25,1019
1301,67,1010016,33,F,25,1019
1302,67,1010016,9,F,25,1019
1303,67,1010016,33,F,25,1019
1304,67,1010016,17,F,25,1019
1305,67,1010016,17,F,25,1019
1306,67,1010016,17,F,25,1019
1307,67,1010016,9,F,25,1019
1308,67,1010016,17,F,25,1019
1309,67,1010016,9,F,25,1019
1310,67,1010016,17,F,25,1019
1311,286,1010016,9,B,61,1017
1312,286,1010016,12,B,61,1017
1313,286,1010016,9,B,61,1017
1314,286,1010016,12,B,61,1017
1315,515,1010016,11,F,25,1019
1316,76,1010016,9,F,25,1019
1317,76,1010016,14,F,25,1019
1318,74,1010002,93,C,66,1019
1319,252,1010010,9,F,20,1003
1320,304,1010016,9,B,62,1021
1321,304,1010016,13,B,62,1021
1322,260,1010016,9,F,23,1008
1323,260,1010016,73,F,23,1008
1324,260,1010016,8,F,23,1008
1325,260,1010010,8,F,23,1008
1326,260,1010016,73,F,23,1008
1327,260,1010016,73,F,23,1008
1328,260,1010004,10,F,23,1008
1329,260,1010016,72,F,23,1008
1330,260,1010016,8,F,23,1008
1331,260,1010026,9,F,23,1008
1332,306,1010016,9,B,61,1017
1333,255,1010018,9,F,20,1005
1334,255,1010018,73,F,20,1005
1335,255,1010018,93,F,20,1005
1336,255,1010018,53,F,20,1005
1337,255,1010018,72,F,20,1005
1338,255,1010018,31,F,20,1005
1339,255,1010018,73,F,20,1005
1340,255,1010018,14,F,20,1005
1341,253,1010016,51,H,79,1017
1342,253,1010001,91,H,79,1017
1343,253,1010001,10,H,79,1017
1344,253,1010014,6,H,79,1017
1345,253,1010001,51,H,79,1017
1346,253,1010016,9,H,79,1017
1347,72,1010009,61,D,52,1019
1348,80,1010016,9,C,65,1019
1349,80,1010016,51,C,65,1019
1350,80,1010016,6,C,65,1019
1351,80,1010016,53,C,65,1019
1352,80,1010016,10,C,65,1019
1353,80,1010016,71,C,65,1019
1354,304,1010016,9,B,62,1021
1355,295,1010001,22,G,44,1017
1356,295,1010001,73,G,44,1017
1357,295,1010001,10,G,44,1017
1358,75,1010016,9,F,25,1019
1359,75,1010010,8,F,25,1019
1360,75,1010010,9,F,25,1019
1361,78,1010016,10,C,66,1019
1362,252,1010014,9,F,20,1005
1363,273,1010016,51,H,79,1021
1364,273,1010016,91,H,79,1021
1365,273,1010016,51,H,79,1021
1366,254,1010016,7,A,8,1005
1367,76,1010017,71,J,45,1019
1368,76,1010001,51,J,45,1019
1369,286,1010016,9,B,61,1017
1370,78,1010006,51,C,66,1019
1371,78,1010001,10,C,66,1019
1372,78,1010001,51,C,66,1019
1373,78,1010001,93,C,66,1019
1374,78,1010001,5,C,66,1019
1375,256,1010016,10,G,44,1002
1376,256,1010016,51,G,44,1002
1377,256,1010016,51,G,44,1002
1378,256,1010001,81,G,44,1002
1379,256,1010001,51,G,44,1002
1380,256,1010016,51,G,44,1002
1381,256,1010001,51,G,44,1002
1382,256,1010001,10,G,44,1002
1383,256,1010001,21,G,44,1002
1384,80,1010016,9,F,25,1019
1385,80,1010010,7,F,25,1019
1386,80,1010016,73,F,25,1019
1387,302,1010001,73,B,62,1021
1388,302,1010001,8,B,62,1021
1389,302,1010001,9,B,62,1021
1390,302,1010001,51,B,62,1021
1391,67,1010016,9,F,25,1019
1392,67,1010016,9,F,25,1019
1393,256,1010016,10,G,44,1002
1394,256,1010001,73,G,44,1002
1395,256,1010001,51,G,44,1002
1396,256,1010001,71,G,44,1002
1397,256,1010001,21,G,44,1002
1398,256,1010001,10,G,44,1002
1399,256,1010001,7,G,44,1002
1400,272,1010016,71,I,77,1016
1401,256,1010001,73,G,44,1002
1402,256,1010001,7,G,44,1002
1403,256,1010001,92,G,44,1002
1404,256,1010017,73,G,44,1002
1405,256,1010001,10,G,44,1002
1406,256,1010001,7,G,44,1002
1407,256,1010001,10,G,44,1002
1408,256,1010001,71,G,44,1002
1409,256,1010001,7,G,44,1002
1410,256,1010001,71,G,44,1002
1411,256,1010001,10,G,44,1002
1412,256,1010001,13,G,44,1002
1413,256,1010001,73,G,44,1002
1414,254,1010017,10,A,2,1005
1415,77,1010016,5,D,52,1019
1416,255,1010016,9,D,51,1002
1417,255,1010010,19,D,51,1002
1418,255,1010016,19,D,51,1002
1419,255,1010016,19,D,51,1002
1420,255,1010016,19,D,51,1002
1421,253,1010008,71,G,44,1002
1422,253,1010001,51,G,44,1002
1423,253,1010001,10,G,44,1002
1424,304,1010005,9,B,62,1021
1425,86,1010016,9,C,64,1020
1426,86,1010017,73,D,52,1020
1427,86,1010016,10,D,52,1020
1428,86,1010016,51,D,52,1020
1429,86,1010016,22,D,52,1020
1430,86,1010016,42,C,64,1020
1431,86,1010014,9,D,52,1020
1432,86,1010016,52,C,64,1020
1433,86,1010016,10,C,64,1020
1434,86,1010001,73,C,64,1020
1435,86,1010001,51,C,64,1020
1436,86,1010001,22,C,64,1020
1437,86,1010016,42,C,64,1020
1438,86,1010001,13,C,64,1020
1439,86,1010001,11,C,64,1020
1440,86,1010001,9,C,64,1020
1441,86,1010001,9,C,64,1020
1442,86,1010001,10,C,64,1020
1443,86,1010016,33,C,64,1020
1444,67,1010016,72,G,44,1019
1445,67,1010016,9,G,44,1019
1446,67,1010017,73,G,44,1019
1447,67,1010017,41,G,44,1019
1448,272,1010026,9,A,11,1009
1449,272,1010026,8,A,11,1009
1450,272,1010016,6,A,11,1009
1451,272,1010016,51,G,44,1002
1452,272,1010016,51,G,44,1002
1453,272,1010016,9,G,44,1002
1454,82,1010016,9,F,25,1019
1455,82,1010016,73,F,25,1019
1456,82,1010016,42,F,25,1019
1457,82,1010016,7,F,25,1019
1458,82,1010016,52,F,25,1019
1459,82,1010016,53,F,25,1019
1460,82,1010016,42,F,25,1019
1461,82,1010016,8,F,25,1019
1462,82,1010016,17,F,25,1019
1463,80,1010016,63,F,25,1019
1464,80,1010010,73,F,25,1019
1465,71,1010016,17,F,25,1019
1466,71,1010016,17,F,25,1019
1467,252,1010018,7,D,58,1005
1468,298,1010016,42,B,60,1018
1469,59,1010016,9,B,60,1018
1470,59,1010016,42,B,60,1018
1471,59,1010001,40,B,60,1018
1472,59,1010001,10,B,60,1018
1473,59,1010016,40,B,60,1018
1474,59,1010017,71,B,60,1018
1475,59,1010016,42,B,60,1018
1476,59,1010017,22,B,60,1018
1477,59,1010026,10,B,60,1018
1478,59,1010001,10,B,60,1018
1479,59,1010016,33,B,60,1018
1480,59,1010016,71,B,60,1018
1481,59,1010016,21,B,60,1018
1482,59,1010016,42,B,60,1018
1483,286,1010021,9,D,51,1017
1484,286,1010021,9,D,51,1017
1485,286,1010010,52,D,51,1017
1486,286,1010010,53,D,51,1017
1487,306,1010016,10,B,61,1017
1488,306,1010016,12,B,61,1017
1489,306,1010016,19,B,61,1017
1490,306,1010016,83,B,61,1017
1491,306,1010010,63,B,61,1017
1492,306,1010016,12,B,61,1017
1493,306,1010016,52,B,61,1017
1494,272,1010016,9,A,2,1009
1495,272,1010016,10,A,2,1009
1496,272,1010023,13,A,2,1009
1497,272,1010001,10,A,2,1009
1498,272,1010016,51,A,2,1009
1499,74,1010011,5,C,66,1019
1500,255,1010005,71,G,44,1002
1501,255,1010005,8,G,44,1002
1502,255,1010005,51,G,44,1002
1503,255,1010016,22,G,44,1002
1504,255,1010016,51,G,44,1002
1505,255,1010005,73,G,44,1002
1506,255,1010005,81,G,44,1002
1507,255,1010005,73,G,44,1002
1508,89,1010016,15,F,27,1020
1509,89,1010016,17,F,27,1020
1510,78,1010009,9,C,66,1019
1511,78,1010009,31,C,66,1019
1512,253,1010016,9,D,51,1002
1513,253,1010016,10,D,51,1002
1514,253,1010010,9,D,51,1002
